date,city,company,desc,price
2021-05-24,hosadurga,Vencobb,(Large) Per Kg,84.0
2021-05-25,BANGALORE,Vencobb,(Large) Per kg,76.0
2021-05-25,HASSAN,Vencobb,(Large) Per kg,80.0
2021-05-25,MYSORE,Vencobb,(Large) Per kg,78.0
2021-05-25,SHIMOGA,Vencobb,(Large) Per kg,80.0
2021-05-25,hosadurga,Vencobb,(Large) Per Kg,80.0
2021-05-26,BANGALORE,Vencobb,(Large) Per kg,70.0
2021-05-26,HASSAN,Vencobb,(Large) Per kg,73.0
2021-05-26,MYSORE,Vencobb,(Large) Per kg,73.0
2021-05-26,SHIMOGA,Vencobb,(Large) Per kg,75.0
2021-05-26,hosadurga,Vencobb,(Large) Per Kg,75.0
2021-05-27,BANGALORE,Vencobb,(Large) Per kg,73.0
2021-05-27,HASSAN,Vencobb,(Large) Per kg,75.0
2021-05-27,MYSORE,Vencobb,(Large) Per kg,75.0
2021-05-27,SHIMOGA,Vencobb,(Large) Per kg,75.0
2021-05-27,hosadurga,Vencobb,(Large) Per Kg,75.0
2021-05-28,BANGALORE,Vencobb,(Large) Per kg,73.0
2021-05-28,HASSAN,Vencobb,(Large) Per kg,75.0
2021-05-28,MYSORE,Vencobb,(Large) Per kg,75.0
2021-05-28,SHIMOGA,Vencobb,(Large) Per kg,75.0
2021-05-28,hosadurga,Vencobb,(Large) Per Kg,75.0
2021-05-29,BANGALORE,Vencobb,(Large) Per kg,73.0
2021-05-29,HASSAN,Vencobb,(Large) Per kg,75.0
2021-05-29,MYSORE,Vencobb,(Large) Per kg,75.0
2021-05-29,SHIMOGA,Vencobb,(Large) Per kg,75.0
2021-05-29,hosadurga,Vencobb,(Large) Per Kg,75.0
2021-05-30,BANGALORE,Vencobb,(Large) Per kg,73.0
2021-05-30,HASSAN,Vencobb,(Large) Per kg,75.0
2021-05-30,MYSORE,Vencobb,(Large) Per kg,75.0
2021-05-30,SHIMOGA,Vencobb,(Large) Per kg,75.0
2021-05-30,hosadurga,Vencobb,(Large) Per Kg,75.0
2021-05-31,BANGALORE,Vencobb,(Large) Per kg,68.0
2021-05-31,HASSAN,Vencobb,(Large) Per kg,68.0
2021-05-31,MYSORE,Vencobb,(Large) Per kg,68.0
2021-05-31,SHIMOGA,Vencobb,(Large) Per kg,77.0
2021-05-31,hosadurga,Vencobb,(Large) Per Kg,77.0
2021-06-01,BANGALORE,Vencobb,(Large) Per kg,80.0
2021-06-01,HASSAN,Vencobb,(Large) Per kg,80.0
2021-06-01,MYSORE,Vencobb,(Large) Per kg,80.0
2021-06-01,SHIMOGA,Vencobb,(Large) Per kg,85.0
2021-06-01,hosadurga,Vencobb,(Large) Per Kg,85.0
2021-06-02,BANGALORE,Vencobb,(Large) Per kg,85.0
2021-06-02,HASSAN,Vencobb,(Large) Per kg,85.0
2021-06-02,MYSORE,Vencobb,(Large) Per kg,85.0
2021-06-02,SHIMOGA,Vencobb,(Large) Per kg,90.0
2021-06-02,hosadurga,Vencobb,(Large) Per Kg,90.0
2021-06-03,BANGALORE,Vencobb,(Large) Per kg,87.0
2021-06-03,HASSAN,Vencobb,(Large) Per kg,87.0
2021-06-03,MYSORE,Vencobb,(Large) Per kg,87.0
2021-06-03,SHIMOGA,Vencobb,(Large) Per kg,92.0
2021-06-03,hosadurga,Vencobb,(Large) Per Kg,92.0
2021-06-04,BANGALORE,Vencobb,(Large) Per kg,87.0
2021-06-04,HASSAN,Vencobb,(Large) Per kg,87.0
2021-06-04,MYSORE,Vencobb,(Large) Per kg,87.0
2021-06-04,SHIMOGA,Vencobb,(Large) Per kg,92.0
2021-06-04,hosadurga,Vencobb,(Large) Per Kg,92.0
2021-06-05,BANGALORE,Vencobb,(Large) Per kg,89.0
2021-06-05,HASSAN,Vencobb,(Large) Per kg,87.0
2021-06-05,MYSORE,Vencobb,(Large) Per kg,87.0
2021-06-05,SHIMOGA,Vencobb,(Large) Per kg,92.0
2021-06-05,hosadurga,Vencobb,(Large) Per Kg,92.0
2021-06-06,BANGALORE,Vencobb,(Large) Per kg,94.0
2021-06-06,HASSAN,Vencobb,(Large) Per kg,92.0
2021-06-06,MYSORE,Vencobb,(Large) Per kg,92.0
2021-06-06,SHIMOGA,Vencobb,(Large) Per kg,97.0
2021-06-06,hosadurga,Vencobb,(Large) Per Kg,97.0
2021-06-07,BANGALORE,Vencobb,(Large) Per kg,99.0
2021-06-07,HASSAN,Vencobb,(Large) Per kg,97.0
2021-06-07,MYSORE,Vencobb,(Large) Per kg,97.0
2021-06-07,SHIMOGA,Vencobb,(Large) Per kg,102.0
2021-06-07,hosadurga,Vencobb,(Large) Per Kg,102.0
2021-06-08,BANGALORE,Vencobb,(Large) Per kg,102.0
2021-06-08,HASSAN,Vencobb,(Large) Per kg,99.0
2021-06-08,MYSORE,Vencobb,(Large) Per kg,99.0
2021-06-08,SHIMOGA,Vencobb,(Large) Per kg,102.0
2021-06-08,hosadurga,Vencobb,(Large) Per Kg,102.0
2021-06-09,BANGALORE,Vencobb,(Large) Per kg,102.0
2021-06-09,HASSAN,Vencobb,(Large) Per kg,99.0
2021-06-09,MYSORE,Vencobb,(Large) Per kg,99.0
2021-06-09,SHIMOGA,Vencobb,(Large) Per kg,102.0
2021-06-09,hosadurga,Vencobb,(Large) Per Kg,102.0
2021-06-10,BANGALORE,Vencobb,(Large) Per kg,102.0
2021-06-10,HASSAN,Vencobb,(Large) Per kg,99.0
2021-06-10,MYSORE,Vencobb,(Large) Per kg,99.0
2021-06-10,SHIMOGA,Vencobb,(Large) Per kg,102.0
2021-06-10,hosadurga,Vencobb,(Large) Per Kg,102.0
2021-06-11,BANGALORE,Vencobb,(Large) Per kg,78.0
2021-06-11,HASSAN,Vencobb,(Large) Per kg,78.0
2021-06-11,MYSORE,Vencobb,(Large) Per kg,78.0
2021-06-11,SHIMOGA,Vencobb,(Large) Per kg,90.0
2021-06-11,hosadurga,Vencobb,(Large) Per Kg,90.0
2021-06-12,BANGALORE,Vencobb,(Large) Per kg,73.0
2021-06-12,HASSAN,Vencobb,(Large) Per kg,73.0
2021-06-12,MYSORE,Vencobb,(Large) Per kg,73.0
2021-06-12,SHIMOGA,Vencobb,(Large) Per kg,85.0
2021-06-12,hosadurga,Vencobb,(Large) Per Kg,85.0
2021-06-13,BANGALORE,Vencobb,(Large) Per kg,76.0
2021-06-13,HASSAN,Vencobb,(Large) Per kg,76.0
2021-06-13,MYSORE,Vencobb,(Large) Per kg,76.0
2021-06-13,SHIMOGA,Vencobb,(Large) Per kg,85.0
2021-06-13,hosadurga,Vencobb,(Large) Per Kg,85.0
2021-06-14,BANGALORE,Vencobb,(Large) Per kg,76.0
2021-06-14,HASSAN,Vencobb,(Large) Per kg,76.0
2021-06-14,MYSORE,Vencobb,(Large) Per kg,76.0
2021-06-14,SHIMOGA,Vencobb,(Large) Per kg,90.0
2021-06-14,hosadurga,Vencobb,(Large) Per Kg,90.0
2021-06-15,BANGALORE,Vencobb,(Large) Per kg,76.0
2021-06-15,HASSAN,Vencobb,(Large) Per kg,76.0
2021-06-15,MYSORE,Vencobb,(Large) Per kg,76.0
2021-06-15,SHIMOGA,Vencobb,(Large) Per kg,90.0
2021-06-15,hosadurga,Vencobb,(Large) Per Kg,90.0
2021-06-16,BANGALORE,Vencobb,(Large) Per kg,85.0
2021-06-16,HASSAN,Vencobb,(Large) Per kg,83.0
2021-06-16,MYSORE,Vencobb,(Large) Per kg,83.0
2021-06-16,SHIMOGA,Vencobb,(Large) Per kg,90.0
2021-06-16,hosadurga,Vencobb,(Large) Per Kg,90.0
2021-06-17,BANGALORE,Vencobb,(Large) Per kg,95.0
2021-06-17,HASSAN,Vencobb,(Large) Per kg,93.0
2021-06-17,MYSORE,Vencobb,(Large) Per kg,93.0
2021-06-17,SHIMOGA,Vencobb,(Large) Per kg,97.0
2021-06-17,hosadurga,Vencobb,(Large) Per Kg,97.0
2021-06-18,BANGALORE,Vencobb,(Large) Per kg,98.0
2021-06-18,HASSAN,Vencobb,(Large) Per kg,96.0
2021-06-18,MYSORE,Vencobb,(Large) Per kg,96.0
2021-06-18,SHIMOGA,Vencobb,(Large) Per kg,99.0
2021-06-18,hosadurga,Vencobb,(Large) Per Kg,99.0
2021-06-19,BANGALORE,Vencobb,(Large) Per kg,102.0
2021-06-19,HASSAN,Vencobb,(Large) Per kg,100.0
2021-06-19,MYSORE,Vencobb,(Large) Per kg,100.0
2021-06-19,SHIMOGA,Vencobb,(Large) Per kg,99.0
2021-06-19,hosadurga,Vencobb,(Large) Per Kg,99.0
2021-06-20,BANGALORE,Vencobb,(Large) Per kg,102.0
2021-06-20,HASSAN,Vencobb,(Large) Per kg,100.0
2021-06-20,MYSORE,Vencobb,(Large) Per kg,100.0
2021-06-20,SHIMOGA,Vencobb,(Large) Per kg,99.0
2021-06-20,hosadurga,Vencobb,(Large) Per Kg,99.0
2021-06-21,BANGALORE,Vencobb,(Large) Per kg,102.0
2021-06-21,HASSAN,Vencobb,(Large) Per kg,100.0
2021-06-21,MYSORE,Vencobb,(Large) Per kg,100.0
2021-06-21,SHIMOGA,Vencobb,(Large) Per kg,99.0
2021-06-21,hosadurga,Vencobb,(Large) Per Kg,99.0
2021-06-22,BANGALORE,Vencobb,(Large) Per kg,102.0
2021-06-22,HASSAN,Vencobb,(Large) Per kg,100.0
2021-06-22,MYSORE,Vencobb,(Large) Per kg,100.0
2021-06-22,SHIMOGA,Vencobb,(Large) Per kg,99.0
2021-06-22,hosadurga,Vencobb,(Large) Per Kg,99.0
2021-06-23,BANGALORE,Vencobb,(Large) Per kg,105.0
2021-06-23,HASSAN,Vencobb,(Large) Per kg,103.0
2021-06-23,MYSORE,Vencobb,(Large) Per kg,103.0
2021-06-23,SHIMOGA,Vencobb,(Large) Per kg,97.0
2021-06-23,hosadurga,Vencobb,(Large) Per Kg,97.0
2021-06-24,BANGALORE,Vencobb,(Large) Per kg,103.0
2021-06-24,HASSAN,Vencobb,(Large) Per kg,103.0
2021-06-24,MYSORE,Vencobb,(Large) Per kg,103.0
2021-06-24,SHIMOGA,Vencobb,(Large) Per kg,99.0
2021-06-24,hosadurga,Vencobb,(Large) Per Kg,99.0
2021-06-25,BANGALORE,Vencobb,(Large) Per kg,105.0
2021-06-25,HASSAN,Vencobb,(Large) Per kg,103.0
2021-06-25,MYSORE,Vencobb,(Large) Per kg,103.0
2021-06-25,SHIMOGA,Vencobb,(Large) Per kg,99.0
2021-06-25,hosadurga,Vencobb,(Large) Per Kg,99.0
2021-06-26,BANGALORE,Vencobb,(Large) Per kg,92.0
2021-06-26,HASSAN,Vencobb,(Large) Per kg,92.0
2021-06-26,MYSORE,Vencobb,(Large) Per kg,92.0
2021-06-26,SHIMOGA,Vencobb,(Large) Per kg,96.0
2021-06-26,hosadurga,Vencobb,(Large) Per Kg,96.0
2021-06-27,BANGALORE,Vencobb,(Large) Per kg,96.0
2021-06-27,HASSAN,Vencobb,(Large) Per kg,94.0
2021-06-27,MYSORE,Vencobb,(Large) Per kg,94.0
2021-06-27,SHIMOGA,Vencobb,(Large) Per kg,98.0
2021-06-27,hosadurga,Vencobb,(Large) Per Kg,98.0
2021-06-28,BANGALORE,Vencobb,(Large) Per kg,101.0
2021-06-28,HASSAN,Vencobb,(Large) Per kg,97.0
2021-06-28,MYSORE,Vencobb,(Large) Per kg,97.0
2021-06-28,SHIMOGA,Vencobb,(Large) Per kg,100.0
2021-06-28,hosadurga,Vencobb,(Large) Per Kg,100.0
2021-06-29,BANGALORE,Vencobb,(Large) Per kg,106.0
2021-06-29,HASSAN,Vencobb,(Large) Per kg,102.0
2021-06-29,MYSORE,Vencobb,(Large) Per kg,102.0
2021-06-29,SHIMOGA,Vencobb,(Large) Per kg,102.0
2021-06-29,hosadurga,Vencobb,(Large) Per Kg,102.0
2021-06-30,BANGALORE,Vencobb,(Large) Per kg,111.0
2021-06-30,HASSAN,Vencobb,(Large) Per kg,107.0
2021-06-30,MYSORE,Vencobb,(Large) Per kg,107.0
2021-06-30,SHIMOGA,Vencobb,(Large) Per kg,105.0
2021-06-30,hosadurga,Vencobb,(Large) Per Kg,105.0
2021-07-01,BANGALORE,Vencobb,(Large) Per kg,113.0
2021-07-01,HASSAN,Vencobb,(Large) Per kg,109.0
2021-07-01,MYSORE,Vencobb,(Large) Per kg,109.0
2021-07-01,SHIMOGA,Vencobb,(Large) Per kg,105.0
2021-07-01,hosadurga,Vencobb,(Large) Per Kg,105.0
2021-07-02,BANGALORE,Vencobb,(Large) Per kg,113.0
2021-07-02,HASSAN,Vencobb,(Large) Per kg,109.0
2021-07-02,MYSORE,Vencobb,(Large) Per kg,109.0
2021-07-02,SHIMOGA,Vencobb,(Large) Per kg,108.0
2021-07-02,hosadurga,Vencobb,(Large) Per Kg,108.0
2021-07-03,BANGALORE,Vencobb,(Large) Per kg,118.0
2021-07-03,HASSAN,Vencobb,(Large) Per kg,117.0
2021-07-03,MYSORE,Vencobb,(Large) Per kg,117.0
2021-07-03,SHIMOGA,Vencobb,(Large) Per kg,113.0
2021-07-03,hosadurga,Vencobb,(Large) Per Kg,113.0
2021-07-04,BANGALORE,Vencobb,(Large) Per kg,121.0
2021-07-04,HASSAN,Vencobb,(Large) Per kg,120.0
2021-07-04,MYSORE,Vencobb,(Large) Per kg,120.0
2021-07-04,SHIMOGA,Vencobb,(Large) Per kg,116.0
2021-07-04,hosadurga,Vencobb,(Large) Per Kg,116.0
2021-07-05,BANGALORE,Vencobb,(Large) Per kg,121.0
2021-07-05,HASSAN,Vencobb,(Large) Per kg,120.0
2021-07-05,MYSORE,Vencobb,(Large) Per kg,120.0
2021-07-05,SHIMOGA,Vencobb,(Large) Per kg,116.0
2021-07-05,hosadurga,Vencobb,(Large) Per Kg,116.0
2021-07-06,BANGALORE,Vencobb,(Large) Per kg,125.0
2021-07-06,HASSAN,Vencobb,(Large) Per kg,125.0
2021-07-06,MYSORE,Vencobb,(Large) Per kg,125.0
2021-07-06,SHIMOGA,Vencobb,(Large) Per kg,125.0
2021-07-06,hosadurga,Vencobb,(Large) Per Kg,125.0
2021-07-07,BANGALORE,Vencobb,(Large) Per kg,125.0
2021-07-07,HASSAN,Vencobb,(Large) Per kg,125.0
2021-07-07,MYSORE,Vencobb,(Large) Per kg,125.0
2021-07-07,SHIMOGA,Vencobb,(Large) Per kg,125.0
2021-07-07,hosadurga,Vencobb,(Large) Per Kg,125.0
2021-07-08,BANGALORE,Vencobb,(Large) Per kg,127.0
2021-07-08,HASSAN,Vencobb,(Large) Per kg,127.0
2021-07-08,MYSORE,Vencobb,(Large) Per kg,127.0
2021-07-08,SHIMOGA,Vencobb,(Large) Per kg,127.0
2021-07-08,hosadurga,Vencobb,(Large) Per Kg,127.0
2021-07-09,BANGALORE,Vencobb,(Large) Per kg,127.0
2021-07-09,HASSAN,Vencobb,(Large) Per kg,127.0
2021-07-09,MYSORE,Vencobb,(Large) Per kg,127.0
2021-07-09,SHIMOGA,Vencobb,(Large) Per kg,127.0
2021-07-09,hosadurga,Vencobb,(Large) Per Kg,127.0
2021-07-10,BANGALORE,Vencobb,(Large) Per kg,132.0
2021-07-10,HASSAN,Vencobb,(Large) Per kg,132.0
2021-07-10,MYSORE,Vencobb,(Large) Per kg,132.0
2021-07-10,SHIMOGA,Vencobb,(Large) Per kg,132.0
2021-07-10,hosadurga,Vencobb,(Large) Per Kg,132.0
2021-07-11,BANGALORE,Vencobb,(Large) Per kg,137.0
2021-07-11,HASSAN,Vencobb,(Large) Per kg,137.0
2021-07-11,MYSORE,Vencobb,(Large) Per kg,137.0
2021-07-11,SHIMOGA,Vencobb,(Large) Per kg,137.0
2021-07-11,hosadurga,Vencobb,(Large) Per Kg,137.0
2021-07-12,BANGALORE,Vencobb,(Large) Per kg,137.0
2021-07-12,HASSAN,Vencobb,(Large) Per kg,137.0
2021-07-12,MYSORE,Vencobb,(Large) Per kg,137.0
2021-07-12,SHIMOGA,Vencobb,(Large) Per kg,137.0
2021-07-12,hosadurga,Vencobb,(Large) Per Kg,137.0
2021-07-13,BANGALORE,Vencobb,(Large) Per kg,137.0
2021-07-13,HASSAN,Vencobb,(Large) Per kg,139.0
2021-07-13,MYSORE,Vencobb,(Large) Per kg,139.0
2021-07-13,SHIMOGA,Vencobb,(Large) Per kg,137.0
2021-07-13,hosadurga,Vencobb,(Large) Per Kg,137.0
2021-07-14,BANGALORE,Vencobb,(Large) Per kg,139.0
2021-07-14,HASSAN,Vencobb,(Large) Per kg,139.0
2021-07-14,MYSORE,Vencobb,(Large) Per kg,139.0
2021-07-14,SHIMOGA,Vencobb,(Large) Per kg,137.0
2021-07-14,hosadurga,Vencobb,(Large) Per Kg,137.0
2021-07-15,BANGALORE,Vencobb,(Large) Per kg,139.0
2021-07-15,HASSAN,Vencobb,(Large) Per kg,139.0
2021-07-15,MYSORE,Vencobb,(Large) Per kg,139.0
2021-07-15,SHIMOGA,Vencobb,(Large) Per kg,137.0
2021-07-15,hosadurga,Vencobb,(Large) Per Kg,137.0
2021-07-16,BANGALORE,Vencobb,(Large) Per kg,142.0
2021-07-16,HASSAN,Vencobb,(Large) Per kg,142.0
2021-07-16,MYSORE,Vencobb,(Large) Per kg,142.0
2021-07-16,SHIMOGA,Vencobb,(Large) Per kg,137.0
2021-07-16,hosadurga,Vencobb,(Large) Per Kg,140.0
2021-07-17,BANGALORE,Vencobb,(Large) Per kg,147.0
2021-07-17,HASSAN,Vencobb,(Large) Per kg,147.0
2021-07-17,MYSORE,Vencobb,(Large) Per kg,147.0
2021-07-17,SHIMOGA,Vencobb,(Large) Per kg,140.0
2021-07-17,hosadurga,Vencobb,(Large) Per Kg,145.0
2021-07-18,BANGALORE,Vencobb,(Large) Per kg,152.0
2021-07-18,HASSAN,Vencobb,(Large) Per kg,152.0
2021-07-18,MYSORE,Vencobb,(Large) Per kg,152.0
2021-07-18,SHIMOGA,Vencobb,(Large) Per kg,145.0
2021-07-18,hosadurga,Vencobb,(Large) Per Kg,145.0
2021-07-19,BANGALORE,Vencobb,(Large) Per kg,152.0
2021-07-19,HASSAN,Vencobb,(Large) Per kg,152.0
2021-07-19,MYSORE,Vencobb,(Large) Per kg,152.0
2021-07-19,SHIMOGA,Vencobb,(Large) Per kg,145.0
2021-07-19,hosadurga,Vencobb,(Large) Per Kg,145.0
2021-07-20,BANGALORE,Vencobb,(Large) Per kg,152.0
2021-07-20,HASSAN,Vencobb,(Large) Per kg,152.0
2021-07-20,MYSORE,Vencobb,(Large) Per kg,152.0
2021-07-20,SHIMOGA,Vencobb,(Large) Per kg,145.0
2021-07-20,hosadurga,Vencobb,(Large) Per Kg,145.0
2021-07-21,BANGALORE,Vencobb,(Large) Per kg,152.0
2021-07-21,HASSAN,Vencobb,(Large) Per kg,152.0
2021-07-21,MYSORE,Vencobb,(Large) Per kg,152.0
2021-07-21,SHIMOGA,Vencobb,(Large) Per kg,145.0
2021-07-21,hosadurga,Vencobb,(Large) Per Kg,145.0
2021-07-22,BANGALORE,Vencobb,(Large) Per kg,138.0
2021-07-22,HASSAN,Vencobb,(Large) Per kg,134.0
2021-07-22,MYSORE,Vencobb,(Large) Per kg,136.0
2021-07-22,SHIMOGA,Vencobb,(Large) Per kg,134.0
2021-07-22,hosadurga,Vencobb,(Large) Per Kg,134.0
2021-07-23,BANGALORE,Vencobb,(Large) Per kg,134.0
2021-07-23,HASSAN,Vencobb,(Large) Per kg,130.0
2021-07-23,MYSORE,Vencobb,(Large) Per kg,132.0
2021-07-23,SHIMOGA,Vencobb,(Large) Per kg,127.0
2021-07-23,hosadurga,Vencobb,(Large) Per Kg,127.0
2021-07-24,BANGALORE,Vencobb,(Large) Per kg,139.0
2021-07-24,HASSAN,Vencobb,(Large) Per kg,135.0
2021-07-24,MYSORE,Vencobb,(Large) Per kg,137.0
2021-07-24,SHIMOGA,Vencobb,(Large) Per kg,127.0
2021-07-24,hosadurga,Vencobb,(Large) Per Kg,127.0
2021-07-25,BANGALORE,Vencobb,(Large) Per kg,139.0
2021-07-25,HASSAN,Vencobb,(Large) Per kg,135.0
2021-07-25,MYSORE,Vencobb,(Large) Per kg,137.0
2021-07-25,SHIMOGA,Vencobb,(Large) Per kg,132.0
2021-07-25,hosadurga,Vencobb,(Large) Per Kg,132.0
2021-07-26,BANGALORE,Vencobb,(Large) Per kg,128.0
2021-07-26,HASSAN,Vencobb,(Large) Per kg,124.0
2021-07-26,MYSORE,Vencobb,(Large) Per kg,127.0
2021-07-26,SHIMOGA,Vencobb,(Large) Per kg,124.0
2021-07-26,hosadurga,Vencobb,(Large) Per Kg,124.0
2021-07-27,BANGALORE,Vencobb,(Large) Per kg,128.0
2021-07-27,HASSAN,Vencobb,(Large) Per kg,124.0
2021-07-27,MYSORE,Vencobb,(Large) Per kg,127.0
2021-07-27,SHIMOGA,Vencobb,(Large) Per kg,124.0
2021-07-27,hosadurga,Vencobb,(Large) Per Kg,124.0
2021-07-28,BANGALORE,Vencobb,(Large) Per kg,120.0
2021-07-28,HASSAN,Vencobb,(Large) Per kg,120.0
2021-07-28,MYSORE,Vencobb,(Large) Per kg,120.0
2021-07-28,SHIMOGA,Vencobb,(Large) Per kg,122.0
2021-07-28,hosadurga,Vencobb,(Large) Per Kg,122.0
2021-07-29,BANGALORE,Vencobb,(Large) Per kg,125.0
2021-07-29,HASSAN,Vencobb,(Large) Per kg,125.0
2021-07-29,MYSORE,Vencobb,(Large) Per kg,125.0
2021-07-29,SHIMOGA,Vencobb,(Large) Per kg,122.0
2021-07-29,hosadurga,Vencobb,(Large) Per Kg,122.0
2021-07-30,BANGALORE,Vencobb,(Large) Per kg,125.0
2021-07-30,HASSAN,Vencobb,(Large) Per kg,127.0
2021-07-30,MYSORE,Vencobb,(Large) Per kg,127.0
2021-07-30,SHIMOGA,Vencobb,(Large) Per kg,122.0
2021-07-30,hosadurga,Vencobb,(Large) Per Kg,122.0
2021-07-31,BANGALORE,Vencobb,(Large) Per kg,128.0
2021-07-31,HASSAN,Vencobb,(Large) Per kg,130.0
2021-07-31,MYSORE,Vencobb,(Large) Per kg,130.0
2021-07-31,SHIMOGA,Vencobb,(Large) Per kg,124.0
2021-07-31,hosadurga,Vencobb,(Large) Per Kg,124.0
2021-08-01,BANGALORE,Vencobb,(Large) Per kg,132.0
2021-08-01,HASSAN,Vencobb,(Large) Per kg,130.0
2021-08-01,MYSORE,Vencobb,(Large) Per kg,130.0
2021-08-01,SHIMOGA,Vencobb,(Large) Per kg,124.0
2021-08-01,hosadurga,Vencobb,(Large) Per Kg,124.0
2021-08-02,BANGALORE,Vencobb,(Large) Per kg,118.0
2021-08-02,HASSAN,Vencobb,(Large) Per kg,114.0
2021-08-02,MYSORE,Vencobb,(Large) Per kg,114.0
2021-08-02,SHIMOGA,Vencobb,(Large) Per kg,112.0
2021-08-02,hosadurga,Vencobb,(Large) Per Kg,112.0
2021-08-03,BANGALORE,Vencobb,(Large) Per kg,120.0
2021-08-03,HASSAN,Vencobb,(Large) Per kg,116.0
2021-08-03,MYSORE,Vencobb,(Large) Per kg,116.0
2021-08-03,SHIMOGA,Vencobb,(Large) Per kg,112.0
2021-08-03,hosadurga,Vencobb,(Large) Per Kg,112.0
2021-08-04,BANGALORE,Vencobb,(Large) Per kg,120.0
2021-08-04,HASSAN,Vencobb,(Large) Per kg,116.0
2021-08-04,MYSORE,Vencobb,(Large) Per kg,116.0
2021-08-04,SHIMOGA,Vencobb,(Large) Per kg,114.0
2021-08-04,hosadurga,Vencobb,(Large) Per Kg,114.0
2021-08-05,BANGALORE,Vencobb,(Large) Per kg,112.0
2021-08-05,HASSAN,Vencobb,(Large) Per kg,110.0
2021-08-05,MYSORE,Vencobb,(Large) Per kg,110.0
2021-08-05,SHIMOGA,Vencobb,(Large) Per kg,112.0
2021-08-05,hosadurga,Vencobb,(Large) Per Kg,112.0
2021-08-06,BANGALORE,Vencobb,(Large) Per kg,112.0
2021-08-06,HASSAN,Vencobb,(Large) Per kg,110.0
2021-08-06,MYSORE,Vencobb,(Large) Per kg,110.0
2021-08-06,SHIMOGA,Vencobb,(Large) Per kg,112.0
2021-08-06,hosadurga,Vencobb,(Large) Per Kg,112.0
2021-08-07,BANGALORE,Vencobb,(Large) Per kg,112.0
2021-08-07,HASSAN,Vencobb,(Large) Per kg,110.0
2021-08-07,MYSORE,Vencobb,(Large) Per kg,110.0
2021-08-07,SHIMOGA,Vencobb,(Large) Per kg,112.0
2021-08-07,hosadurga,Vencobb,(Large) Per Kg,112.0
2021-08-08,BANGALORE,Vencobb,(Large) Per kg,110.0
2021-08-08,HASSAN,Vencobb,(Large) Per kg,110.0
2021-08-08,MYSORE,Vencobb,(Large) Per kg,110.0
2021-08-08,SHIMOGA,Vencobb,(Large) Per kg,112.0
2021-08-08,hosadurga,Vencobb,(Large) Per Kg,112.0
2021-08-09,BANGALORE,Vencobb,(Large) Per kg,98.0
2021-08-09,HASSAN,Vencobb,(Large) Per kg,98.0
2021-08-09,MYSORE,Vencobb,(Large) Per kg,98.0
2021-08-09,SHIMOGA,Vencobb,(Large) Per kg,98.0
2021-08-09,hosadurga,Vencobb,(Large) Per Kg,98.0
2021-08-10,BANGALORE,Vencobb,(Large) Per kg,103.0
2021-08-10,HASSAN,Vencobb,(Large) Per kg,103.0
2021-08-10,MYSORE,Vencobb,(Large) Per kg,103.0
2021-08-10,SHIMOGA,Vencobb,(Large) Per kg,103.0
2021-08-10,hosadurga,Vencobb,(Large) Per Kg,103.0
2021-08-11,BANGALORE,Vencobb,(Large) Per kg,108.0
2021-08-11,HASSAN,Vencobb,(Large) Per kg,108.0
2021-08-11,MYSORE,Vencobb,(Large) Per kg,108.0
2021-08-11,SHIMOGA,Vencobb,(Large) Per kg,108.0
2021-08-11,hosadurga,Vencobb,(Large) Per Kg,108.0
2021-08-12,BANGALORE,Vencobb,(Large) Per kg,110.0
2021-08-12,HASSAN,Vencobb,(Large) Per kg,110.0
2021-08-12,MYSORE,Vencobb,(Large) Per kg,110.0
2021-08-12,SHIMOGA,Vencobb,(Large) Per kg,110.0
2021-08-12,hosadurga,Vencobb,(Large) Per Kg,110.0
2021-08-13,BANGALORE,Vencobb,(Large) Per kg,110.0
2021-08-13,HASSAN,Vencobb,(Large) Per kg,110.0
2021-08-13,MYSORE,Vencobb,(Large) Per kg,110.0
2021-08-13,SHIMOGA,Vencobb,(Large) Per kg,110.0
2021-08-13,hosadurga,Vencobb,(Large) Per Kg,110.0
2021-08-14,BANGALORE,Vencobb,(Large) Per kg,112.0
2021-08-14,HASSAN,Vencobb,(Large) Per kg,112.0
2021-08-14,MYSORE,Vencobb,(Large) Per kg,112.0
2021-08-14,SHIMOGA,Vencobb,(Large) Per kg,112.0
2021-08-14,hosadurga,Vencobb,(Large) Per Kg,112.0
2021-08-15,BANGALORE,Vencobb,(Large) Per kg,117.0
2021-08-15,HASSAN,Vencobb,(Large) Per kg,117.0
2021-08-15,MYSORE,Vencobb,(Large) Per kg,117.0
2021-08-15,SHIMOGA,Vencobb,(Large) Per kg,117.0
2021-08-15,hosadurga,Vencobb,(Large) Per Kg,117.0
2021-08-16,BANGALORE,Vencobb,(Large) Per kg,122.0
2021-08-16,HASSAN,Vencobb,(Large) Per kg,122.0
2021-08-16,MYSORE,Vencobb,(Large) Per kg,122.0
2021-08-16,SHIMOGA,Vencobb,(Large) Per kg,122.0
2021-08-16,hosadurga,Vencobb,(Large) Per Kg,122.0
2021-08-17,BANGALORE,Vencobb,(Large) Per kg,127.0
2021-08-17,HASSAN,Vencobb,(Large) Per kg,127.0
2021-08-17,MYSORE,Vencobb,(Large) Per kg,127.0
2021-08-17,SHIMOGA,Vencobb,(Large) Per kg,127.0
2021-08-17,hosadurga,Vencobb,(Large) Per Kg,127.0
